ID,LanguageName,Language,Latitude,Longitude,Family,Concept,Segments,ConceptB,SegmentsB,Colexification
2483,Halang,hala1252,14.7862,107.457,Austroasiatic,BITTER,"ʔ ɲ a ŋ",SWEET,"ʔ ŋ aː m",0
2484,Halang,hala1252,14.7862,107.457,Austroasiatic,SOUR,"ɟ ṳ ə ʔ",SWEET,"ʔ ŋ aː m",0
1300,"Khalkha Mongolian",halh1238,48.32,106.29,Mongolic-Khitan,BITTER,"ɢ a ʃ ʊ ŋ",SOUR,"e s g e ɮ e ŋ",0
1301,"Khalkha Mongolian",halh1238,48.32,106.29,Mongolic-Khitan,BITTER,"ɢ a ʃ ʊ ŋ",SWEET,"a m tʰ tʰ a i",0
1302,"Khalkha Mongolian",halh1238,48.32,106.29,Mongolic-Khitan,BITTER,"ɢ a ʃ ʊ ŋ",SWEET,"tʃʲʰ i x e r ɮ e g",0
1303,"Khalkha Mongolian",halh1238,48.32,106.29,Mongolic-Khitan,SOUR,"e s g e ɮ e ŋ",SWEET,"a m tʰ tʰ a i",0
1304,"Khalkha Mongolian",halh1238,48.32,106.29,Mongolic-Khitan,SOUR,"e s g e ɮ e ŋ",SWEET,"tʃʲʰ i x e r ɮ e g",0
1104,Halkomelem,halk1245,49.250402,-122.443668,Salishan,BITTER,"tʰ i tʰ e x e m",SALTY,"t ɬʼ æ t ɬʼ e ɬ e m",0
1105,Halkomelem,halk1245,49.250402,-122.443668,Salishan,BITTER,"tʰ i tʰ e x e m",SOUR,"tʼ æ tʼ e t θʼ e m",0
1106,Halkomelem,halk1245,49.250402,-122.443668,Salishan,BITTER,"tʰ i tʰ e x e m",SWEET,"qʼ æ qʼ e tʼ e m",0
1107,Halkomelem,halk1245,49.250402,-122.443668,Salishan,SALTY,"t ɬʼ æ t ɬʼ e ɬ e m",SOUR,"tʼ æ tʼ e t θʼ e m",0
1108,Halkomelem,halk1245,49.250402,-122.443668,Salishan,SALTY,"t ɬʼ æ t ɬʼ e ɬ e m",SWEET,"qʼ æ qʼ e tʼ e m",0
1109,Halkomelem,halk1245,49.250402,-122.443668,Salishan,SOUR,"tʼ æ tʼ e t θʼ e m",SWEET,"qʼ æ qʼ e tʼ e m",0
859,Hangzhou,hang1257,30.261316,120.0318057,Sino-Tibetan,SALTY,"ɦ j ẽ̞ ²¹³",SOUR,"s ɥ õ ³³",0
860,Hangzhou,hang1257,30.261316,120.0318057,Sino-Tibetan,SALTY,"ɦ j ẽ̞ ²¹³",SWEET,"d j ẽ̞ ²¹³",0
858,Hangzhou,hang1257,30.261316,120.0318057,Sino-Tibetan,SOUR,"s ɥ õ ³³",SWEET,"d j ẽ̞ ²¹³",0
2642,Hani-Qiepu,hani1248,23.17492035,102.323801,Sino-Tibetan,BITTER,"x a ⁵³",SALTY,"x a ⁵³",1
2643,Hani-Qiepu,hani1248,23.17492035,102.323801,Sino-Tibetan,BITTER,"x a ⁵³",SOUR,"tɕʰ ɛ ³⁴",0
2644,Hani-Qiepu,hani1248,23.17492035,102.323801,Sino-Tibetan,BITTER,"x a ⁵³",SWEET,"tɕʰ ø ³⁴",0
2645,Hani-Qiepu,hani1248,23.17492035,102.323801,Sino-Tibetan,SALTY,"x a ⁵³",SOUR,"tɕʰ ɛ ³⁴",0
2646,Hani-Qiepu,hani1248,23.17492035,102.323801,Sino-Tibetan,SALTY,"x a ⁵³",SWEET,"tɕʰ ø ³⁴",0
2641,Hani-Qiepu,hani1248,23.17492035,102.323801,Sino-Tibetan,SOUR,"tɕʰ ɛ ³⁴",SWEET,"tɕʰ ø ³⁴",0
1110,Hatam,hata1243,-1.13531,134.037,Hatam-Mansim,BITTER,"m p ɔ",SALTY,"m i n c ɛ u",0
1837,Hausa,haus1257,12.0,7.0,Afro-Asiatic,BITTER,"m a i + ɗ aː tʃ iː",SALTY,"m a i + g i ʃ i r iː",0
1838,Hausa,haus1257,12.0,7.0,Afro-Asiatic,BITTER,"m a i + ɗ aː tʃ iː",SALTY,"m a i + z a r sʼ iː",0
1839,Hausa,haus1257,12.0,7.0,Afro-Asiatic,BITTER,"m a i + ɗ aː tʃ iː",SOUR,"m a i + sʼ aː m iː",0
1840,Hausa,haus1257,12.0,7.0,Afro-Asiatic,BITTER,"m a i + ɗ aː tʃ iː",SWEET,"m a i + d aː ɗ iː",0
1841,Hausa,haus1257,12.0,7.0,Afro-Asiatic,BITTER,"m a i + ɗ aː tʃ iː",SWEET,"m a i + z aː kʼ iː",0
1831,Hausa,haus1257,12.0,7.0,Afro-Asiatic,SALTY,"m a i + g i ʃ i r iː",SOUR,"m a i + sʼ aː m iː",0
1832,Hausa,haus1257,12.0,7.0,Afro-Asiatic,SALTY,"m a i + g i ʃ i r iː",SWEET,"m a i + d aː ɗ iː",0
1833,Hausa,haus1257,12.0,7.0,Afro-Asiatic,SALTY,"m a i + g i ʃ i r iː",SWEET,"m a i + z aː kʼ iː",0
1834,Hausa,haus1257,12.0,7.0,Afro-Asiatic,SALTY,"m a i + z a r sʼ iː",SOUR,"m a i + sʼ aː m iː",0
1835,Hausa,haus1257,12.0,7.0,Afro-Asiatic,SALTY,"m a i + z a r sʼ iː",SWEET,"m a i + d aː ɗ iː",0
1836,Hausa,haus1257,12.0,7.0,Afro-Asiatic,SALTY,"m a i + z a r sʼ iː",SWEET,"m a i + z aː kʼ iː",0
1842,Hausa,haus1257,12.0,7.0,Afro-Asiatic,SOUR,"m a i + sʼ aː m iː",SWEET,"m a i + d aː ɗ iː",0
1843,Hausa,haus1257,12.0,7.0,Afro-Asiatic,SOUR,"m a i + sʼ aː m iː",SWEET,"m a i + z aː kʼ iː",0
67,Hawaiian,hawa1245,19.5833,-155.5,Austronesian,BITTER,"a w a a w a",SALTY,"l i u",0
68,Hawaiian,hawa1245,19.5833,-155.5,Austronesian,BITTER,"a w a a w a",SOUR,"a w a a w a",1
69,Hawaiian,hawa1245,19.5833,-155.5,Austronesian,BITTER,"a w a a w a",SWEET,"m o m o n a",0
65,Hawaiian,hawa1245,19.5833,-155.5,Austronesian,SALTY,"l i u",SOUR,"a w a a w a",0
66,Hawaiian,hawa1245,19.5833,-155.5,Austronesian,SALTY,"l i u",SWEET,"m o m o n a",0
70,Hawaiian,hawa1245,19.5833,-155.5,Austronesian,SOUR,"a w a a w a",SWEET,"m o m o n a",0
2346,"Modern Hebrew",hebr1245,31.11,35.02,Afro-Asiatic,BITTER,"m a ʁ",SOUR,"χ a m u ts",0
2347,"Modern Hebrew",hebr1245,31.11,35.02,Afro-Asiatic,BITTER,"m a ʁ",SWEET,"m a t o k",0
2348,"Modern Hebrew",hebr1245,31.11,35.02,Afro-Asiatic,SOUR,"χ a m u ts",SWEET,"m a t o k",0
84,Heqing,heqi1238,26.0991374,99.9416161,Sino-Tibetan,BITTER,"kʰ u ³³",SALTY,"tsʰ ou ³¹",0
85,Heqing,heqi1238,26.0991374,99.9416161,Sino-Tibetan,BITTER,"kʰ u ³³",SOUR,"sʰ w ã ⁵⁵",0
86,Heqing,heqi1238,26.0991374,99.9416161,Sino-Tibetan,BITTER,"kʰ u ³³",SWEET,"k ã ⁵⁵ + v ɤ ³³",0
87,Heqing,heqi1238,26.0991374,99.9416161,Sino-Tibetan,SALTY,"tsʰ ou ³¹",SOUR,"sʰ w ã ⁵⁵",0
88,Heqing,heqi1238,26.0991374,99.9416161,Sino-Tibetan,SALTY,"tsʰ ou ³¹",SWEET,"k ã ⁵⁵ + v ɤ ³³",0
83,Heqing,heqi1238,26.0991374,99.9416161,Sino-Tibetan,SOUR,"sʰ w ã ⁵⁵",SWEET,"k ã ⁵⁵ + v ɤ ³³",0
1111,"Highland Oaxaca Chontal",high1242,16.1849,-95.7301,Tequistlatecan,BITTER,"a gː u a",SALTY,"ɬ o w ʔ e",0
1112,"Highland Oaxaca Chontal",high1242,16.1849,-95.7301,Tequistlatecan,BITTER,"a gː u a",SOUR,"a g u ʃ a k",0
1113,"Highland Oaxaca Chontal",high1242,16.1849,-95.7301,Tequistlatecan,BITTER,"a gː u a",SWEET,"a n̪ i ʔ i",0
1114,"Highland Oaxaca Chontal",high1242,16.1849,-95.7301,Tequistlatecan,SALTY,"ɬ o w ʔ e",SOUR,"a g u ʃ a k",0
1115,"Highland Oaxaca Chontal",high1242,16.1849,-95.7301,Tequistlatecan,SALTY,"ɬ o w ʔ e",SWEET,"a n̪ i ʔ i",0
1116,"Highland Oaxaca Chontal",high1242,16.1849,-95.7301,Tequistlatecan,SOUR,"a g u ʃ a k",SWEET,"a n̪ i ʔ i",0
2176,Hindi,hind1269,27.2,78.0,Indo-European,BITTER,"k ə ʈ ʊ",SOUR,"kʰ ə ʈː aː",0
2177,Hindi,hind1269,27.2,78.0,Indo-European,BITTER,"k ə ʈ ʊ",SWEET,"m iː ʈʰ aː",0
2178,Hindi,hind1269,27.2,78.0,Indo-European,BITTER,"k ə ɽ ə w aː",SOUR,"kʰ ə ʈː aː",0
2179,Hindi,hind1269,27.2,78.0,Indo-European,BITTER,"k ə ɽ ə w aː",SWEET,"m iː ʈʰ aː",0
2180,Hindi,hind1269,27.2,78.0,Indo-European,SOUR,"kʰ ə ʈː aː",SWEET,"m iː ʈʰ aː",0
2786,Hlepho,hlep1236,23.33390151,103.7217585,Sino-Tibetan,BITTER,"kʰ a ⁵⁵",SALTY,"kʰ a ⁵⁵",1
2787,Hlepho,hlep1236,23.33390151,103.7217585,Sino-Tibetan,BITTER,"kʰ a ⁵⁵",SOUR,"ts ɿ ³³",0
2788,Hlepho,hlep1236,23.33390151,103.7217585,Sino-Tibetan,BITTER,"kʰ a ⁵⁵",SWEET,"tsʰ ɯ ²¹",0
2789,Hlepho,hlep1236,23.33390151,103.7217585,Sino-Tibetan,SALTY,"kʰ a ⁵⁵",SOUR,"ts ɿ ³³",0
2790,Hlepho,hlep1236,23.33390151,103.7217585,Sino-Tibetan,SALTY,"kʰ a ⁵⁵",SWEET,"tsʰ ɯ ²¹",0
2785,Hlepho,hlep1236,23.33390151,103.7217585,Sino-Tibetan,SOUR,"ts ɿ ³³",SWEET,"tsʰ ɯ ²¹",0
1654,"White Hmong",hmon1333,26.0,105.0,Hmong-Mien,BITTER,"j a ⁵⁵",SALTY,"d aɯ ³³",0
1655,"White Hmong",hmon1333,26.0,105.0,Hmong-Mien,BITTER,"j a ⁵⁵",SOUR,"q au ⁵⁵",0
1656,"White Hmong",hmon1333,26.0,105.0,Hmong-Mien,BITTER,"j a ⁵⁵",SWEET,"q a ⁵⁵",0
1652,"White Hmong",hmon1333,26.0,105.0,Hmong-Mien,SALTY,"d aɯ ³³",SOUR,"q au ⁵⁵",0
1653,"White Hmong",hmon1333,26.0,105.0,Hmong-Mien,SALTY,"d aɯ ³³",SWEET,"q a ⁵⁵",0
1657,"White Hmong",hmon1333,26.0,105.0,Hmong-Mien,SOUR,"q au ⁵⁵",SWEET,"q a ⁵⁵",0
2648,Haoni,honi1244,23.44336047,101.7461037,Sino-Tibetan,BITTER,"x ɔ ³¹",SALTY,"x ɔ ³¹",1
2649,Haoni,honi1244,23.44336047,101.7461037,Sino-Tibetan,BITTER,"x ɔ ³¹",SOUR,"tʃʰ ɛ ⁵⁵",0
2650,Haoni,honi1244,23.44336047,101.7461037,Sino-Tibetan,BITTER,"x ɔ ³¹",SWEET,"tʃʰ ɿ ⁵⁵",0
2651,Haoni,honi1244,23.44336047,101.7461037,Sino-Tibetan,SALTY,"x ɔ ³¹",SOUR,"tʃʰ ɛ ⁵⁵",0
2652,Haoni,honi1244,23.44336047,101.7461037,Sino-Tibetan,SALTY,"x ɔ ³¹",SWEET,"tʃʰ ɿ ⁵⁵",0
2647,Haoni,honi1244,23.44336047,101.7461037,Sino-Tibetan,SOUR,"tʃʰ ɛ ⁵⁵",SWEET,"tʃʰ ɿ ⁵⁵",0
1950,Phon,hpon1238,25.3248194,97.3544031,Sino-Tibetan,BITTER,"kʰ a ³¹",SOUR,"ʃ ei ⁵⁵",0
1951,Phon,hpon1238,25.3248194,97.3544031,Sino-Tibetan,BITTER,"kʰ a ³¹",SWEET,"ʃ w a ⁵⁵",0
1949,Phon,hpon1238,25.3248194,97.3544031,Sino-Tibetan,SOUR,"ʃ ei ⁵⁵",SWEET,"ʃ w a ⁵⁵",0
45,"Hruso Aka Jamiri",hrus1242,27.184929,92.599114,,BITTER,"k a m ʃ o",SOUR,"k ʃ o",0
46,"Hruso Aka Jamiri",hrus1242,27.184929,92.599114,,BITTER,"k a m ʃ o",SWEET,"d ʃ ə̆ m tʃ u",0
44,"Hruso Aka Jamiri",hrus1242,27.184929,92.599114,,SOUR,"k ʃ o",SWEET,"d ʃ ə̆ m tʃ u",0
1539,Taa,huaa1248,-24.20022,20.79583,Tuu,BITTER,"gǀ a m",SALTY,"q a ʔ u",0
1540,Taa,huaa1248,-24.20022,20.79583,Tuu,BITTER,"gǀ a m",SOUR,"q a ʔ u",0
1541,Taa,huaa1248,-24.20022,20.79583,Tuu,BITTER,"gǀ a m",SWEET,"ǀ o̤ ʔ õ",0
1542,Taa,huaa1248,-24.20022,20.79583,Tuu,SALTY,"q a ʔ u",SOUR,"q a ʔ u",1
1543,Taa,huaa1248,-24.20022,20.79583,Tuu,SALTY,"q a ʔ u",SWEET,"ǀ o̤ ʔ õ",0
1544,Taa,huaa1248,-24.20022,20.79583,Tuu,SOUR,"q a ʔ u",SWEET,"ǀ o̤ ʔ õ",0
1869,Kilba,huba1236,10.3544,13.139,Afro-Asiatic,BITTER,"d u w a t u",SOUR,"m w ɔ m w ɔ l u",0
1870,Kilba,huba1236,10.3544,13.139,Afro-Asiatic,BITTER,"d u w a t u",SWEET,"n y n ə m u",0
1868,Kilba,huba1236,10.3544,13.139,Afro-Asiatic,SOUR,"m w ɔ m w ɔ l u",SWEET,"n y n ə m u",0
2735,Sodi,huil1243,26.65502606,102.2446829,Sino-Tibetan,BITTER,"kʰ ɯ ³³",SALTY,"kʰ ɯ ³³",1
2736,Sodi,huil1243,26.65502606,102.2446829,Sino-Tibetan,BITTER,"kʰ ɯ ³³",SOUR,"tɕ ɪ ³³",0
2737,Sodi,huil1243,26.65502606,102.2446829,Sino-Tibetan,BITTER,"kʰ ɯ ³³",SWEET,"tɕʰ u ³³",0
2738,Sodi,huil1243,26.65502606,102.2446829,Sino-Tibetan,SALTY,"kʰ ɯ ³³",SOUR,"tɕ ɪ ³³",0
2739,Sodi,huil1243,26.65502606,102.2446829,Sino-Tibetan,SALTY,"kʰ ɯ ³³",SWEET,"tɕʰ u ³³",0
2734,Sodi,huil1243,26.65502606,102.2446829,Sino-Tibetan,SOUR,"tɕ ɪ ³³",SWEET,"tɕʰ u ³³",0
854,Songhai_Senni,humb1243,15.28,-1.7,Songhay,BITTER,"h o tː o",SWEET,"k aː n + i",0
2136,Hungarian,hung1274,46.91,19.66,Uralic,BITTER,"k ɛ ʃ ɛ r yː",SOUR,"ʃ ɒ v ɒ ɲ uː",0
2137,Hungarian,hung1274,46.91,19.66,Uralic,BITTER,"k ɛ ʃ ɛ r yː",SWEET,"eː d ɛ ʃ",0
2138,Hungarian,hung1274,46.91,19.66,Uralic,SOUR,"ʃ ɒ v ɒ ɲ uː",SWEET,"eː d ɛ ʃ",0
231,Hup,hupd1244,0.166667,-69.25,Naduhup,BITTER,"ɟʼ a",SALTY,"bʼ o h + n i",0
232,Hup,hupd1244,0.166667,-69.25,Naduhup,BITTER,"ɟʼ a",SOUR,"gʼ i",0
233,Hup,hupd1244,0.166667,-69.25,Naduhup,BITTER,"ɟʼ a",SWEET,"gʼ ə h",0
229,Hup,hupd1244,0.166667,-69.25,Naduhup,SALTY,"bʼ o h + n i",SOUR,"gʼ i",0
230,Hup,hupd1244,0.166667,-69.25,Naduhup,SALTY,"bʼ o h + n i",SWEET,"gʼ ə h",0
234,Hup,hupd1244,0.166667,-69.25,Naduhup,SOUR,"gʼ i",SWEET,"gʼ ə h",0
1857,Hwona,hwan1240,10.3633,12.7683,Afro-Asiatic,BITTER,"ʔ i ʔ j u x",SOUR,"c i c a x",0
1858,Hwona,hwan1240,10.3633,12.7683,Afro-Asiatic,BITTER,"ʔ i ʔ j u x",SWEET,"ɗ i ɗ ɛ m",0
1856,Hwona,hwan1240,10.3633,12.7683,Afro-Asiatic,SOUR,"c i c a x",SWEET,"ɗ i ɗ ɛ m",0
1848,"Higi Ghye",hyaa1239,10.4814,13.526,Afro-Asiatic,BITTER,"ɠ j ɛ w a w a g ə j",SOUR,"w k j ɛ r a r a g ə j",0
1849,"Higi Ghye",hyaa1239,10.4814,13.526,Afro-Asiatic,BITTER,"ɠ j ɛ w a w a g ə j",SWEET,"g u s u r ə g ə j",0
1847,"Higi Ghye",hyaa1239,10.4814,13.526,Afro-Asiatic,SOUR,"w k j ɛ r a r a g ə j",SWEET,"g u s u r ə g ə j",0
2229,Icelandic,icel1247,63.48,-19.02,Indo-European,BITTER,"p ɛ i s k ʏ r̥",SOUR,"s u r̥",0
2230,Icelandic,icel1247,63.48,-19.02,Indo-European,BITTER,"p ɛ i s k ʏ r̥",SWEET,"s a ɪ t ʏ r̥",0
2231,Icelandic,icel1247,63.48,-19.02,Indo-European,SOUR,"s u r̥",SWEET,"s a ɪ t ʏ r̥",0
396,"Imbabura Quechua",imba1240,0.333333,-78.0,Quechuan,BITTER,"x a j a x",SALTY,"k a tʃ i j a ʃ k a",0
397,"Imbabura Quechua",imba1240,0.333333,-78.0,Quechuan,BITTER,"x a j a x",SOUR,"x a j a x",1
398,"Imbabura Quechua",imba1240,0.333333,-78.0,Quechuan,BITTER,"x a j a x",SWEET,"m i ʃ k i",0
394,"Imbabura Quechua",imba1240,0.333333,-78.0,Quechuan,SALTY,"k a tʃ i j a ʃ k a",SOUR,"x a j a x",0
395,"Imbabura Quechua",imba1240,0.333333,-78.0,Quechuan,SALTY,"k a tʃ i j a ʃ k a",SWEET,"m i ʃ k i",0
399,"Imbabura Quechua",imba1240,0.333333,-78.0,Quechuan,SOUR,"x a j a x",SWEET,"m i ʃ k i",0
2096,"Inari Sami",inar1241,69.42,27.87,Uralic,BITTER,"p i ʃ k e r",SOUR,"k u æ s t i s",0
2097,"Inari Sami",inar1241,69.42,27.87,Uralic,BITTER,"p i ʃ k e r",SOUR,"s uː v r e s",0
2098,"Inari Sami",inar1241,69.42,27.87,Uralic,BITTER,"p i ʃ k e r",SWEET,"ɲ æː l g i s",0
2099,"Inari Sami",inar1241,69.42,27.87,Uralic,BITTER,"p o tʃː ɐ",SOUR,"k u æ s t i s",0
2100,"Inari Sami",inar1241,69.42,27.87,Uralic,BITTER,"p o tʃː ɐ",SOUR,"s uː v r e s",0
2101,"Inari Sami",inar1241,69.42,27.87,Uralic,BITTER,"p o tʃː ɐ",SWEET,"ɲ æː l g i s",0
2102,"Inari Sami",inar1241,69.42,27.87,Uralic,SOUR,"s uː v r e s",SWEET,"ɲ æː l g i s",0
2103,"Inari Sami",inar1241,69.42,27.87,Uralic,SOUR,"k u æ s t i s",SWEET,"ɲ æː l g i s",0
1123,"Ineseño",ines1240,34.6169,-120.08,Chumashan,BITTER,"a x p ɨ y",SALTY,"t i ʔ m a y",0
1124,"Ineseño",ines1240,34.6169,-120.08,Chumashan,BITTER,"a x p ɨ y",SOUR,"a x tʼ ɨ ʔ p ʃ",0
1125,"Ineseño",ines1240,34.6169,-120.08,Chumashan,BITTER,"a x p ɨ y",SWEET,"m o w o n",0
1126,"Ineseño",ines1240,34.6169,-120.08,Chumashan,SALTY,"t i ʔ m a y",SOUR,"a x tʼ ɨ ʔ p ʃ",0
1127,"Ineseño",ines1240,34.6169,-120.08,Chumashan,SALTY,"t i ʔ m a y",SWEET,"m o w o n",0
1128,"Ineseño",ines1240,34.6169,-120.08,Chumashan,SOUR,"a x tʼ ɨ ʔ p ʃ",SWEET,"m o w o n",0
2532,Iraqw,iraq1241,-4.0,35.5,Afro-Asiatic,BITTER,"q a ɾ q aː ɾ",SALTY,"m aː m a ħ",0
2533,Iraqw,iraq1241,-4.0,35.5,Afro-Asiatic,BITTER,"q a ɾ q aː ɾ",SOUR,"g i g i ħ",0
2534,Iraqw,iraq1241,-4.0,35.5,Afro-Asiatic,BITTER,"q a ɾ q aː ɾ",SWEET,"n u q u n uː q",0
2530,Iraqw,iraq1241,-4.0,35.5,Afro-Asiatic,SALTY,"m aː m a ħ",SOUR,"g i g i ħ",0
2531,Iraqw,iraq1241,-4.0,35.5,Afro-Asiatic,SALTY,"m aː m a ħ",SWEET,"n u q u n uː q",0
2535,Iraqw,iraq1241,-4.0,35.5,Afro-Asiatic,SOUR,"g i g i ħ",SWEET,"n u q u n uː q",0
2237,Irish,iris1253,53.22,-7.62,Indo-European,BITTER,"ʃ a ɾˠ ə vˠ",SOUR,"ɟ eː ɾˠ",0
2238,Irish,iris1253,53.22,-7.62,Indo-European,BITTER,"ʃ a ɾˠ ə vˠ",SOUR,"ʃ a ɾˠ ə vˠ",1
2239,Irish,iris1253,53.22,-7.62,Indo-European,BITTER,"ʃ a ɾˠ ə vˠ",SWEET,"mʲ ɪ lʲ ə ʃ",0
2240,Irish,iris1253,53.22,-7.62,Indo-European,SOUR,"ɟ eː ɾˠ",SWEET,"mʲ ɪ lʲ ə ʃ",0
2241,Irish,iris1253,53.22,-7.62,Indo-European,SOUR,"ʃ a ɾˠ ə vˠ",SWEET,"mʲ ɪ lʲ ə ʃ",0
462,Italian,ital1282,43.05,12.65,Indo-European,BITTER,"a m a r o",SOUR,"a s p r o",0
463,Italian,ital1282,43.05,12.65,Indo-European,BITTER,"a m a r o",SOUR,"a tʃ e r b o",0
464,Italian,ital1282,43.05,12.65,Indo-European,BITTER,"a m a r o",SWEET,"d o l tʃ e",0
465,Italian,ital1282,43.05,12.65,Indo-European,SOUR,"a s p r o",SWEET,"d o l tʃ e",0
466,Italian,ital1282,43.05,12.65,Indo-European,SOUR,"a tʃ e r b o",SWEET,"d o l tʃ e",0
1129,Itelmen,itel1242,56.78,156.91,Chukotko-Kamchatkan,BITTER,"ə m tʃ ʔ l a χ",SOUR,"k ɬ tʃ l a χ",0
1130,Itelmen,itel1242,56.78,156.91,Chukotko-Kamchatkan,BITTER,"ə m tʃ ʔ l a χ",SWEET,"tʃ ʔ e β e z l a χ",0
1131,Itelmen,itel1242,56.78,156.91,Chukotko-Kamchatkan,SOUR,"k ɬ tʃ l a χ",SWEET,"tʃ ʔ e β e z l a χ",0
1132,Itonama,iton1250,-12.80431,-64.35748,,BITTER,"kʼ ɨ ɾ ɨ s n a",SALTY,"tʼ u w e s n a",0
1133,Itonama,iton1250,-12.80431,-64.35748,,BITTER,"kʼ ɨ ɾ ɨ s n a",SWEET,"l ɨ m ɨ s n a",0
1134,Itonama,iton1250,-12.80431,-64.35748,,SALTY,"tʼ u w e s n a",SWEET,"l ɨ m ɨ s n a",0
347,Mien,iumi1238,24.172823,110.054488,Hmong-Mien,BITTER,"ʔ i m ³³",SALTY,"dz aːi ³¹",0
348,Mien,iumi1238,24.172823,110.054488,Hmong-Mien,BITTER,"ʔ i m ³³",SOUR,"s ui ⁴⁴",0
349,Mien,iumi1238,24.172823,110.054488,Hmong-Mien,BITTER,"ʔ i m ³³",SWEET,"k aː m ³³",0
350,Mien,iumi1238,24.172823,110.054488,Hmong-Mien,SALTY,"dz aːi ³¹",SOUR,"s ui ⁴⁴",0
351,Mien,iumi1238,24.172823,110.054488,Hmong-Mien,SALTY,"dz aːi ³¹",SWEET,"k aː m ³³",0
346,Mien,iumi1238,24.172823,110.054488,Hmong-Mien,SOUR,"s ui ⁴⁴",SWEET,"k aː m ³³",0
1135,"Jamamadí",jama1261,-7.62223,-66.5662,Arawan,BITTER,"b i t a",SALTY,"s a h a",0
1136,"Jamamadí",jama1261,-7.62223,-66.5662,Arawan,BITTER,"b i t a",SOUR,"s i n a",0
1137,"Jamamadí",jama1261,-7.62223,-66.5662,Arawan,BITTER,"b i t a",SWEET,"s i n a",0
1138,"Jamamadí",jama1261,-7.62223,-66.5662,Arawan,SALTY,"s a h a",SOUR,"s i n a",0
1139,"Jamamadí",jama1261,-7.62223,-66.5662,Arawan,SALTY,"s a h a",SWEET,"s i n a",0
1140,"Jamamadí",jama1261,-7.62223,-66.5662,Arawan,SOUR,"s i n a",SWEET,"s i n a",1
841,Jamsay,jams1239,14.64,-3.1,Dogon,BITTER,"dʒ eː r u",SWEET,"e r u",0
2463,Jeh,jehh1245,15.2351,107.753,Austroasiatic,BITTER,"ʔ ɲ a ŋ",SOUR,"ɟ ṳ a ʔ",0
2464,Jeh,jehh1245,15.2351,107.753,Austroasiatic,BITTER,"ʔ ɲ a ŋ",SWEET,"ʔ ŋ aː m",0
2465,Jeh,jehh1245,15.2351,107.753,Austroasiatic,SOUR,"ɟ ṳ a ʔ",SWEET,"ʔ ŋ aː m",0
853,Jenaama,jena1242,14.79,-3.78,Mande,BITTER,"k a g a dʒ i",SWEET,"d e m o",0
2459,Cheng,jeng1241,15.0392,107.147,Austroasiatic,BITTER,"d a ŋ",SOUR,"ɟ u ʔ",0
143,Jerigaon,jeri1243,27.340629,92.486595,Sino-Tibetan,BITTER,"tɕʰ ɐ k",SOUR,"tɕʰ ɛ̃ĩ + b a",0
144,Jerigaon,jeri1243,27.340629,92.486595,Sino-Tibetan,BITTER,"tɕʰ ɐ k",SOUR,"tɕʰ ɛ̃ĩ + kʰ ɛ n",0
145,Jerigaon,jeri1243,27.340629,92.486595,Sino-Tibetan,BITTER,"tɕʰ ɐ k",SOUR,"tɕʰ ɛ̃ĩ + kʰ ɛ n",0
90,Jianchuan,jian1239,26.5536208,100.1396921,Sino-Tibetan,BITTER,"kʰ u ³³",SALTY,"tsʰ õu ³¹",0
91,Jianchuan,jian1239,26.5536208,100.1396921,Sino-Tibetan,BITTER,"kʰ u ³³",SOUR,"s w ã ⁵⁵",0
92,Jianchuan,jian1239,26.5536208,100.1396921,Sino-Tibetan,BITTER,"kʰ u ³³",SWEET,"k ã ⁵⁵ + ɤ̃ ³³",0
93,Jianchuan,jian1239,26.5536208,100.1396921,Sino-Tibetan,SALTY,"tsʰ õu ³¹",SOUR,"s w ã ⁵⁵",0
94,Jianchuan,jian1239,26.5536208,100.1396921,Sino-Tibetan,SALTY,"tsʰ õu ³¹",SWEET,"k ã ⁵⁵ + ɤ̃ ³³",0
89,Jianchuan,jian1239,26.5536208,100.1396921,Sino-Tibetan,SOUR,"s w ã ⁵⁵",SWEET,"k ã ⁵⁵ + ɤ̃ ³³",0
520,Jingpho,jing1260,25.461826,97.329866,Sino-Tibetan,BITTER,"kʰ a",SOUR,"kʰ r i",0
521,Jingpho,jing1260,25.461826,97.329866,Sino-Tibetan,BITTER,"kʰ a",SWEET,"d w i",0
522,Jingpho,jing1260,25.461826,97.329866,Sino-Tibetan,BITTER,"kʰ a",SWEET,"m u",0
523,Jingpho,jing1260,25.461826,97.329866,Sino-Tibetan,SOUR,"kʰ r i",SWEET,"d w i",0
524,Jingpho,jing1260,25.461826,97.329866,Sino-Tibetan,SOUR,"kʰ r i",SWEET,"m u",0
341,Jiongnai,jion1236,24.071002,110.105752,Hmong-Mien,BITTER,"ʔ a n ⁴⁴",SALTY,"t j u ŋ ³¹",0
342,Jiongnai,jion1236,24.071002,110.105752,Hmong-Mien,BITTER,"ʔ a n ⁴⁴",SOUR,"ʃ əu ⁴⁴",0
343,Jiongnai,jion1236,24.071002,110.105752,Hmong-Mien,BITTER,"ʔ a n ⁴⁴",SWEET,"k e n ⁴⁴",0
344,Jiongnai,jion1236,24.071002,110.105752,Hmong-Mien,SALTY,"t j u ŋ ³¹",SOUR,"ʃ əu ⁴⁴",0
345,Jiongnai,jion1236,24.071002,110.105752,Hmong-Mien,SALTY,"t j u ŋ ³¹",SWEET,"k e n ⁴⁴",0
